company,location,education,skills_description,job_type,salary,job_experience,job_role,exp_min,exp_max,exp_avg,primary_location,role_category,salary_category,skill_count,experience_level
Moglix,Noida,Not Specified,"Analytical skills, pricing analysis, Data Analyst, Advanced Excel, Data analytics, Vendor, RFQ, Techno-commercial",full-time,,3-6,Deputy Manager - Data Analyst,3,6,4.5,Noida,Data Analyst,,8,Mid-Level
Toppr,Hyderabad,Not Specified,"Business Strategy, Communication Skills, School, Business Analyst, Management Consulting, Problem Solving, Data Analyst, Sql",full-time,1131781.0,1-5,Data Analyst,1,5,3.0,Hyderabad,Data Analyst,10-15 LPA,8,Junior
DHL,Mumbai,Undergraduate,"Translation, Coding, KPI, Corporate, Data processing, E-commerce, Gap analysis, Data Analyst",full-time,831331.0,6-7,Data Analyst,6,7,6.5,Mumbai,Data Analyst,5-10 LPA,8,Senior
Accenture,Gurugram,Undergraduate,"Publishing, Content Management, Consulting, IT Skills, Cloud, Master Data Management, Incident Management, Management",contract,499272.0,4-6,Analyst-Finance Data Maintenance,4,6,5.0,Gurugram,Analyst-Finance Data Maintenance,<5 LPA,8,Mid-Level
Accenture,Gurugram,Undergraduate,"Publishing, Content Management, Consulting, Master Data Management, Incident Management, Management, Business Administration, Operations",full-time,,2-3,Analyst-Finance Data Maintenance,2,3,2.5,Gurugram,Analyst-Finance Data Maintenance,,8,Junior
Adidas,Gurugram,Undergraduate,"Business administration, Data analysis, Analytical, Brand marketing, Windows, data visualization, Information technology, Analytics",full-time,1378911.0,6-8,Data Analyst,6,8,7.0,Gurugram,Data Analyst,10-15 LPA,8,Senior
Siemens,Pune,Undergraduate,"Product management, Data analysis, Product engineering, Simulation, Data modeling, Business analysis, Analytical, Business intelligence",contract,1242738.0,7-8,Data Analyst - Data Science - NX,7,8,7.5,Pune,Data Analyst,10-15 LPA,8,Senior
DXC Technology,Mumbai,Not Specified,"Computer science, Data analysis, Operating systems, Data modeling, Database design, Database, Data structures, Business solutions",full-time,2494098.0,6-8,Professional 1 Data Analyst,6,8,7.0,Mumbai,Data Analyst,>20 LPA,8,Senior
Adidas,Gurugram,Postgraduate,"Business administration, Data analysis, Analytical, Brand marketing, Windows, data visualization, Information technology, Analytics",full-time,1065327.0,6-7,Data Analyst,6,7,6.5,Gurugram,Data Analyst,10-15 LPA,8,Senior
EA Games (Electronic Arts),Hyderabad,Postgraduate,"Analytical skills, tableau, Manager Quality Assurance, Javascript, power bi, Data Analyst, data visualization, microsoft",full-time,2365784.0,7-8,Data Analyst ( On Contract ),7,8,7.5,Hyderabad,Data Analyst,>20 LPA,8,Senior
Schneider Electric,Gurugram,Undergraduate,"Electrical engineering, MS Office suite, Web services, Data management, KPI, XML, Customer support, Middleware",contract,1175156.0,6-7,Data Analyst,6,7,6.5,Gurugram,Data Analyst,10-15 LPA,8,Senior
Schneider Electric,Gurugram,Postgraduate,"Product management, Process automation, Data migration, French, EDMS, Analytical, Support services, Customer support",full-time,1592484.0,7-8,Data Analyst,7,8,7.5,Gurugram,Data Analyst,15-20 LPA,8,Senior
Freshworks,Chennai,Postgraduate,"Power BI, SaaS, Tableau, Python, written, Google Sheets, verbal communication, Excel",contract,1670264.0,4-6,Data Analyst,4,6,5.0,Chennai,Data Analyst,15-20 LPA,8,Mid-Level
Accenture,Gurugram,Postgraduate,"Business administration, Publishing, Data management, Architecture, Artificial Intelligence, Consulting, data visualization, Database management system",contract,,7-8,Analyst-Data Management,7,8,7.5,Gurugram,Analyst-Data Management,,8,Senior
Accenture,Gurugram,Undergraduate,"IT Skills, Cloud, Analytical skills, Content management, Publishing, Process orientation, Master data management, Consulting",contract,2386723.0,4-5,Analyst-Finance Data Maintenance,4,5,4.5,Gurugram,Analyst-Finance Data Maintenance,>20 LPA,8,Mid-Level
Accenture,Gurugram,Undergraduate,"Publishing, Architecture, Artificial Intelligence, Consulting, query, data visualization, professional services, Individual Contributor",full-time,931633.0,5-6,Analyst-Data Visualization,5,6,5.5,Gurugram,Analyst-Data Visualization,5-10 LPA,8,Senior
Deutsche Bank,Pune,Undergraduate,"Compliance, Data Analyst",full-time,1936050.0,5-7,ITAO & Data Analyst AFC Compliance NFRM,5,7,6.0,Pune,Data Analyst,15-20 LPA,2,Senior
Deutsche Bank,Jaipur,Postgraduate,Data Analyst,contract,747861.0,2-4,Reference Data Analyst,2,4,3.0,Jaipur,Data Analyst,5-10 LPA,1,Junior
Deutsche Bank,Jaipur,Postgraduate,"Analyst, Due diligence, Audit compliance, Diversity and Inclusion, Banking, Data Analyst, Subject Matter Expert, Training and Development",contract,1450451.0,6-7,Reference Data Analyst,6,7,6.5,Jaipur,Data Analyst,10-15 LPA,8,Senior
Cheil India,Gurugram,Postgraduate,"python, Tableau, analyst, Business Intelligence, Powerpoint, Marketing Analytics, data analyst, Analytics",contract,1100783.0,2-6,Data Analyst,2,6,4.0,Gurugram,Data Analyst,10-15 LPA,8,Mid-Level
Synechron,Pune,Undergraduate,"ETL frameworks, data analysis, Oracle, MATLAB, Apache Spark, Written communication, Qlik, Python",contract,1579596.0,7-8,Hiring Data Analysts _Pune Location,7,8,7.5,Pune,Data Analyst,15-20 LPA,8,Senior
Anivale Pvt Ltd,Mangaluru/Mangalore,Postgraduate,"Communication Skills, English Writing, Strategic Thinking, Analytical Skills",full-time,1978383.0,5-6,Content Writer - Data Analyst,5,6,5.5,Mangaluru/Mangalore,Data Analyst,15-20 LPA,4,Senior
IHS Markit,Gurugram,Not Specified,"Word, Microsoft Office, Analytical, verbal communication, Excel, IT Skills, Salesforce, Computer science",contract,2313873.0,0-1,Data Transformation Analyst II,0,1,0.5,Gurugram,Data Transformation Analyst II,>20 LPA,8,Fresher
Carlsberg,Mumbai,Postgraduate,"excel, Sales Support, MIS, Data Analysis, Dashboards, sales coordination",contract,1944832.0,0-6,Data Analyst/MIS sales support,0,6,3.0,Mumbai,Data Analyst,15-20 LPA,6,Junior
IHS Markit,Gurugram,Postgraduate,"Web services, Data research, IHS, Time management, Analytical, market data, Analyst II, Research",contract,1777321.0,0-6,Data Tranformation Analyst II,0,6,3.0,Gurugram,Data Tranformation Analyst II,15-20 LPA,8,Junior
Ameriprise Financial,Noida,Not Specified,"Campaign management, Business analysis, data manipulation, Analytical, Financial planning, SAS Programming, Data Analyst, Asset management",contract,1114889.0,0-1,Data Analyst,0,1,0.5,Noida,Data Analyst,10-15 LPA,8,Fresher
Google,Hyderabad,Postgraduate,"ERP, datastage, Informatica, API frameworks, Reltio, ETL, SQL, analytical",contract,1890728.0,3-5,"Business Systems Analyst, SAP, Data Works",3,5,4.0,Hyderabad,"Business Systems Analyst, SAP, Data Works",15-20 LPA,8,Mid-Level
Schneider Electric,Gurugram,Undergraduate,"Product management, Assurance, Data migration, French, Data management, Analytical, Support services, Customer support",contract,,3-5,Data Analyst ( FTE Position ),3,5,4.0,Gurugram,Data Analyst,,8,Mid-Level
Deutsche Bank,Jaipur,Undergraduate,"Career development, Tax Analyst, Due diligence, Risk assessment, Diversity and Inclusion, Anti money laundering, Data Analyst, Management",contract,1917269.0,2-4,Reference Data Analyst,2,4,3.0,Jaipur,Data Analyst,15-20 LPA,8,Junior
Lennox India Technology Centre,Chennai,Undergraduate,"IT Skills, Tableau, Power BI, Computer science, Data analysis, Operations research, SAS, Business analytics",full-time,604539.0,3-5,Business Data Analyst - Marketing,3,5,4.0,Chennai,Data Analyst,5-10 LPA,8,Mid-Level
PayPal,Chennai,Undergraduate,"Computer science, Analytical, Data Analyst, Risk management, Forecasting, Financial services, Monitoring, Reporting tools",contract,1288012.0,0-3,Data Analyst 2,0,3,1.5,Chennai,Data Analyst,10-15 LPA,8,Junior
Lennox International,Chennai,Postgraduate,"Computer science, Data analysis, Operations research, SAS, Business analytics, Predictive modeling, SPSS, Data mining",full-time,1169544.0,6-8,Business Data Analyst - Marketing,6,8,7.0,Chennai,Data Analyst,10-15 LPA,8,Senior
Uber,Hyderabad,Postgraduate,"Computer science, Mining, Root cause analysis, Financial reporting, Analytical, data visualization, Bioinformatics, Downstream",contract,996459.0,3-4,"Data Analyst, FinTech",3,4,3.5,Hyderabad,Data Analyst,5-10 LPA,8,Mid-Level
Merkle Inc.,Pune,Undergraduate,"IT Skills, Python, Data Science, Tableau, Power BI, Data validation, SAS, Technology solutions",full-time,704257.0,7-8,Analyst - Data Science,7,8,7.5,Pune,Data Scientist,5-10 LPA,8,Senior
Lennox India Technology Centre Private Limited,Chennai,Postgraduate,"Network design, Business Data Analyst, SCM",full-time,,7-8,BUSINESS DATA ANALYST - NETWORK DESIGN,7,8,7.5,Chennai,Data Analyst,,3,Senior
Morningstar,Mumbai,Not Specified,"Process automation, Excel, Fixed income, Process improvement, Data collection, Data Research Analyst, Issue resolution, Data Analyst",full-time,849041.0,5-6,Data Research Analyst,5,6,5.5,Mumbai,Data Research Analyst,5-10 LPA,8,Senior
Philips,Pune,Undergraduate,"Health insurance, Usage, SAP, Healthcare, Data quality, Data Analyst, Customer complaints, Customer service",contract,582185.0,5-6,Data Analyst,5,6,5.5,Pune,Data Analyst,5-10 LPA,8,Senior
Lennox India Technology Centre,Chennai,Undergraduate,"communication, Data Analytics, SQL, Supply chain, Network design, Business Data Analyst, Supply chain solutions, Ventilation",contract,702964.0,0-1,Business Data Analyst,0,1,0.5,Chennai,Data Analyst,5-10 LPA,8,Fresher
Lennox International,Chennai,Postgraduate,"Supply chain, Network design, Business Data Analyst, Supply chain solutions, Ventilation, Data analytics, SCM, Refrigeration",contract,1586844.0,4-6,Business Data Analyst - Network Design,4,6,5.0,Chennai,Data Analyst,15-20 LPA,8,Mid-Level
Confidential,Bengaluru,Postgraduate,"RDBMS, No SQL, BigQuery, analysis, Java, ETL, SQL, Python",full-time,,4-6,Sr. Data Engineer,4,6,5.0,Bengaluru,Data Engineer,,8,Mid-Level
Institutional Shareholder Services,Mumbai,Undergraduate,"Root cause analysis, Environmental science, Business research, Business Finance, Analytical, Data collection, ISS, MS Office",contract,,5-7,ESG Junior Data Analyst (Mandarin Speaking),5,7,6.0,Mumbai,Data Analyst,,8,Senior
EPAM Systems,"Hyderabad, Chenani, Pune, Gurugram, Bengaluru",Undergraduate,"Big Data, SQL queries, Kafka, Apache Spark, ETL, Cassandra, HBase, AGILE methodology",contract,1678027.0,6-8,Lead Software Engineer - Big Data,6,8,7.0,Hyderabad,Lead Software Engineer - Big Data,15-20 LPA,8,Senior
TalentStack,Bengaluru,Not Specified,"PowerBi, data science, communication, scipy, Tensor flow, Python, numpy, Machine Learning",contract,1373941.0,3-5,Data Science Engineer - IIT/NIT/BITS,3,5,4.0,Bengaluru,Data Scientist,10-15 LPA,8,Mid-Level
Huquo Consulting Pvt. Ltd,Bengaluru,Undergraduate,"Big Data, DevOps, ETL, Streaming, Azure, LINUX, OLAP, Windows",contract,374869.0,4-6,Cloud Engineer - Big Data/ETL,4,6,5.0,Bengaluru,Cloud Engineer - Big Data/ETL,<5 LPA,8,Mid-Level
SAVIYNT INDIA PRIVATE LIMITED,Bengaluru,Postgraduate,"IT Skills, Cloud, AWS, Tableau, Salesforce, Azure, Business process, Process improvement",full-time,359630.0,6-8,Lead Data Engineer - Operational Analytics,6,8,7.0,Bengaluru,Data Engineer,<5 LPA,8,Senior
Nike India,Bengaluru,Undergraduate,"Product management, Data management, Agile, Data structures, Workflow, Scheduling, Data quality, Analytics",full-time,1284895.0,3-7,Lead Data Engineer,3,7,5.0,Bengaluru,Data Engineer,10-15 LPA,8,Mid-Level
PayU,Bengaluru,Postgraduate,"Cloud computing, Automation, Data migration, Team management, Agile, Application development, Engineering Lead, Monitoring",full-time,1596873.0,5-7,Data Platform Engineering Lead,5,7,6.0,Bengaluru,Data Platform Engineering Lead,15-20 LPA,8,Senior
mfine,Bengaluru,Postgraduate,"Coding, Database design, Engineering projects, Support services, Application development, Data mining, big data, Analytics",contract,1892331.0,2-6,Technical Lead - Data Engineering,2,6,4.0,Bengaluru,Data Engineer,15-20 LPA,8,Mid-Level
Persistent,Bengaluru,Undergraduate,"IT Skills, Cloud, Oracle, MS SQL, Big Data, AWS, Azure, Data migration",full-time,,2-7,Data Lead Engineer - Pre - Sales,2,7,4.5,Bengaluru,Data Lead Engineer - Pre - Sales,,8,Mid-Level
Razorpay,Bengaluru,Postgraduate,"IT Skills, Java, Python, Big Data, Computer science, Performance tuning, Debugging, OLAP",contract,379287.0,3-5,Lead Data Solution Engineer,3,5,4.0,Bengaluru,Lead Data Solution Engineer,<5 LPA,8,Mid-Level
Myntra,Bengaluru,Not Specified,"Data Science, C + +, Augmented Reality, Problem Solving, Machine Learning, Deep Learning, Android",contract,2021981.0,3-4,Tech Lead - Data Science Engineer,3,4,3.5,Bengaluru,Data Scientist,>20 LPA,7,Mid-Level
TalentStack,Bengaluru,Undergraduate,"pandas, data science, numpy, scipy, PowerBi, Python, Machine Learning, written",contract,1576595.0,5-6,Data Science Engineer - IIT/NIT/BITS,5,6,5.5,Bengaluru,Data Scientist,15-20 LPA,8,Senior
Deutsche Bank,Pune,Postgraduate,"Backend, Financial reporting, Analytical, Machine learning, Agile, Strategic planning, Business intelligence, Information technology",full-time,393888.0,2-7,Lead Data Engineer,2,7,4.5,Pune,Data Engineer,<5 LPA,8,Mid-Level
Delhivery,Gurugram,Not Specified,"Data analysis, Supply chain management, NoSQL, Data management, Architecture, Data processing, Analytics, Monitoring",Not Specified,,6-7,Lead Data Engineer,6,7,6.5,Gurugram,Data Engineer,,8,Senior
"E2open, LLC",Bengaluru,Undergraduate,"Trade, Managed services, PDF, Excel, Quality audit, Data Processing Analyst, MS Word, Monitoring",full-time,,7-8,Associate Data Processing Analyst,7,8,7.5,Bengaluru,Associate Data Processing Analyst,,8,Senior
"E2open, LLC",Bengaluru,Undergraduate,"PLSQL, verbal, Excel, written communication, SQL, data management, Microsoft Suite, IT Skills",contract,2033645.0,2-3,Associate Data Management Analyst,2,3,2.5,Bengaluru,Associate Data Management Analyst,>20 LPA,8,Junior
"E2open, LLC",Bengaluru,Postgraduate,"Trade, Managed services, Excel, PDF, Programmer Analyst, SQL database, Database Associate, Quality audit",contract,512102.0,7-8,Associate Data Programming Analyst,7,8,7.5,Bengaluru,Associate Data Programming Analyst,5-10 LPA,8,Senior
Deutsche Bank,Pune,Undergraduate,"Capacity management, System architecture, Data analysis, Assurance, Electrical design, Architecture, Competitive analysis, Disaster recovery",full-time,1603406.0,2-6,Data Centre - Lead Engineer,2,6,4.0,Pune,Data Centre - Lead Engineer,15-20 LPA,8,Mid-Level
NeoSoft Technologies,"Kolkata, Hyderabad, Pune, Ahmedabad, Chennai, Bengaluru, Delhi NCR, Mumbai",Not Specified,"SCALA, SPARK, ETL, AWS, IT Skills",full-time,2226432.0,6-8,"Opening For Senior DATA Engineer - ETL, Spark, Scala & AWS | PAN India",6,8,7.0,Kolkata,Data Engineer,>20 LPA,5,Senior
DTDHI HEALTH INDIA PRIVATE LIMITED,Bengaluru,Postgraduate,"data engineering, python, kafka, aws, mongodb, sql",full-time,691288.0,0-5,Senior Data Engineer,0,5,2.5,Bengaluru,Data Engineer,5-10 LPA,6,Junior
Team Plus Staffing Solution Pvt Ltd,"Pune, Bengaluru, Delhi NCR",Not Specified,"Azure, Data Engineering, Pyspark, Synapse, Azure Data Engineer, ADF, Data Lake",contract,1430786.0,3-7,Sr Azure Data Engineer Remote,3,7,5.0,Pune,Data Engineer,10-15 LPA,7,Mid-Level
Bukuwarung,Bengaluru,Undergraduate,"Computer science, Automation, MySQL, Perl, Ruby, Distribution system, Unix shell scripting, Monitoring",full-time,1674052.0,1-2,Senior Data Platform Engineer,1,2,1.5,Bengaluru,Senior Data Platform Engineer,15-20 LPA,8,Junior
Micron Tech,Bengaluru,Undergraduate,"Hadoop, Hive, Artificial Intelligence, Neural Networks, Big Data, Spark, Machine Learning, Python",full-time,1621987.0,2-6,Sr Data Engineer,2,6,4.0,Bengaluru,Data Engineer,15-20 LPA,8,Mid-Level
Micron Tech,Bengaluru,Postgraduate,"Hadoop, Hive, Artificial Intelligence, Neural Networks, Big Data, Spark, Machine Learning, Python",full-time,1094575.0,2-3,Sr Data Engineer,2,3,2.5,Bengaluru,Data Engineer,10-15 LPA,8,Junior
Micron Tech,Bengaluru,Undergraduate,"Big Data Engineering, Business Intelligence, Advanced analytics, Data Engineer, data engineering, Big Data processing",contract,1604293.0,3-5,Sr Data Engineer,3,5,4.0,Bengaluru,Data Engineer,15-20 LPA,6,Mid-Level
KPMG,Bengaluru,Undergraduate,"Computer science, Front end, Data modeling, Access management, Cloud, data visualization, Business intelligence, Data warehousing",full-time,,5-7,Associate Consultant - Data Visualization,5,7,6.0,Bengaluru,Associate Consultant - Data Visualization,,8,Senior
Atos,"Pune, Chennai, Bengaluru",Undergraduate,"IT Skills, Java, Python, Machine Learning, Cloud, Big Data, AWS, Azure",full-time,1449565.0,0-6,Sr Data Engineer - Azure,0,6,3.0,Pune,Data Engineer,10-15 LPA,8,Junior
NTS Technology Services Private Limited,Bengaluru,Not Specified,"GCP, airflow, ETL, data engineering, Python",Not Specified,1184355.0,6-7,Data Engineer/ Senior Data Engineer,6,7,6.5,Bengaluru,Data Engineer,10-15 LPA,5,Senior
experionglobal,"Kochi, Bengaluru, Trivandrum/Thiruvananthapuram",Undergraduate,"Performance tuning, MS SQL, Backend, Enterprise applications, Functional testing, JSON, Stored procedures, Unit testing",contract,2334888.0,6-8,Senior Data Engineer,6,8,7.0,Kochi,Data Engineer,>20 LPA,8,Senior
Luxoft,Bengaluru,Postgraduate,"oracle database, ETL Tool, database development, Cloud Services, sql",contract,665513.0,6-7,Hiring For Oracle Sr. Data Engineer,6,7,6.5,Bengaluru,Data Engineer,5-10 LPA,5,Senior
Refinitiv,Bengaluru,Not Specified,"Automation, Information security, Healthcare, Data mining, Risk management, Business intelligence, Operations, Analytics",contract,2452493.0,6-8,Senior Data Engineer,6,8,7.0,Bengaluru,Data Engineer,>20 LPA,8,Senior
FACTSET SYSTEMS INDIA PVT LTD,Hyderabad,Undergraduate,"Spark, verbal, communication, troubleshooting, Kubernetes, written communication, AWS, C#",contract,855720.0,4-6,Senior Data Engineer,4,6,5.0,Hyderabad,Data Engineer,5-10 LPA,8,Mid-Level
Content Bloom,Noida,Undergraduate,"IT Skills, Power BI, Azure, Computer science, Data analysis, Automation, Consulting, CMS",Not Specified,320559.0,2-5,Power BI Developer/Data Analyst/Data Engineer,2,5,3.5,Noida,Data Analyst,<5 LPA,8,Mid-Level
Orange Business Services,Gurugram,Postgraduate,"Big Data, Kanban, Scrum, IT Skills, Java, Python, Software Development, Cloud",full-time,1550571.0,6-8,Senior Software Engineer ( Big Data ),6,8,7.0,Gurugram,Senior Software Engineer ( Big Data ),15-20 LPA,8,Senior
NTT DATA,Pune,Postgraduate,"IT Skills, Java, Python, Cloud, DevOps, Big Data, Power BI, Automation",contract,1962320.0,1-2,Sr. Azure Data Engineer,1,2,1.5,Pune,Data Engineer,15-20 LPA,8,Junior
Impetus,"Noida, Indore",Undergraduate,"Cloud computing, Architecture, Delta, SCALA, Hadoop, Apache, SDLC, Analytics",contract,675103.0,2-4,Senior Data Engineer,2,4,3.0,Noida,Data Engineer,5-10 LPA,8,Junior
