company,location,education,skills_description,job_type,salary,job_experience,job_role
Shell,Bengaluru,Not Specified,"Big data technologies, Pyspark, NLP, Data Engineering, Cassandra, Big Data, MongoDB, Spark",contract,337596.0,1-3,Data Engineer
Simply Vyapar Apps Private Limited,Bengaluru,Postgraduate,"Data Engineering, Data Migration, RDBMS, Data Visualization, SQL Database, Coding, MySQL, Programming",full-time,1205324.0,3-4,Data Engineer
CROPIN TECHNOLOGY SOLUTIONS,Bengaluru,Undergraduate,"big data, AWS, IT Skills, Java, Python, Machine Learning, Cloud, DevOps",full-time,1795799.0,0-4,Data Engineer - Big Data
Thoucentric Technology Pvt ltd,Bengaluru,Postgraduate,"azure, IT Skills, Java, Python, Big Data, spark, scala, airflow",full-time,2419255.0,7-8,Azure Data Engineer
Jio,"Hyderabad, Gurugram, Bengaluru, Mumbai",Postgraduate,"tensorflow, python, Artificial Intelligence, Natural Language Processing, machine learning, nlp, data science, Computer Vision",contract,1119468.0,7-8,Data Science Engineer
PayPal,Chennai,Postgraduate,"data services, GCP, Performance engineering, Cloud, Infrastructure, Manager Technology, big data, Monitoring",full-time,1624438.0,0-7,Big Data Platform Engineer
Western Digital,Bengaluru,Undergraduate,"Computer science, DOM, Db2, Linux kernel, Web development, MySQL, Javascript, PHP",full-time,1838979.0,7-8,"Staff Engineer , Data Engineering"
PayPal,Bengaluru,Undergraduate,"Computer science, Web services, Project management, Reconciliation, Workflow, Entity framework, Informatica, DBMS",contract,703115.0,1-5,Data Engineer 3-5
Azuga Telematics,Bengaluru,Postgraduate,"PYTHON, AWS, SQL, IT Skills, Testing, Serverless, Lambda",Not Specified,599568.0,1-4,"Data Engineer - Python, SQL, AWS"
Gojek,Bengaluru,Undergraduate,"RDBMS, data security, Risk analytics, data governance, Data quality, Gaming, Financial services, Python",full-time,2428561.0,7-8,Data Engineering Analytics - Financial Services
"Rakuten, Inc.",Bengaluru,Postgraduate,"Db2, MySQL, Shell scripting, Agile, Workflow, Application development, Oracle, Teradata",full-time,2205562.0,3-5,Data Engineer - L2 Support function
PayPal,Hyderabad,Postgraduate,"Computer science, Web services, Project management, Workflow, Entity framework, Informatica, DBMS, Powerpoint",contract,2042797.0,1-2,Data Engineer 3-1
"Rakuten, Inc.",Bengaluru,Postgraduate,"Computer science, data science, spark, Hadoop, Technical leadership, Technical architecture, Management, Open source",contract,552043.0,5-7,Engineering Manager - Data Platform
"Cloudera, Inc.",Bengaluru,Postgraduate,"JupyterLab, PyCharm, R, Azure, data science, Mlflow, written communication, Docker",contract,801982.0,5-6,"Engineering Manager, Data Engineering"
Gojek,Bengaluru,Not Specified,"Application engineering, Agile, Infrastructure, Programming, MongoDB, test driven development, Gaming, Distribution system",contract,,4-6,Data Engineering Manager
Intelliswift,Bengaluru,Postgraduate,"hive, spark, hadoop, Java, Scala, IT Skills",full-time,1487876.0,3-4,Data Engineers
"Rakuten, Inc.",Bengaluru,Undergraduate,"Version control, GIT, Online marketing, Schema, Agile, HTTP, Customer service, Open source",full-time,2181481.0,0-2,Data Engineer
Nokia,Noida,Undergraduate,"Service delivery, orchestration, Incharge, Bloomberg, data science, spark, Cloud Services, Cloud",full-time,1574666.0,3-5,Data Engineer
IBM,Kolkata,Postgraduate,"Business analysis, Data modeling, Agile, Teradata, Monitoring, IT Skills, Java, Python",contract,580592.0,6-8,Data Engineer: Data Modeling
IBM,Hyderabad,Undergraduate,"Unix, MIS, Datastage, Informatica, Business intelligence, Time management, Ab Initio, Operations",contract,1897956.0,3-5,Data Engineer: Data Integration
IBM,Kolkata,Postgraduate,"Cloud computing, Eclipse, SCALA, big data, Python, Interpersonal skills, GIT, Time management",contract,2061668.0,6-7,Data Engineer: Big Data
IBM,Ahmedabad,Undergraduate,"Linux, Data management, Open source, SQL, Python, data science, spark, Cloud",contract,312266.0,5-6,Mid Level Data Engineer
IBM,Pune,Postgraduate,"Business analysis, Data modeling, Agile, Teradata, Monitoring, IT Skills, Java, Python",Not Specified,2450043.0,0-6,Data Engineer: Data Modeling
IBM,Hyderabad,Postgraduate,"Business analysis, Data modeling, Agile, Teradata, Monitoring, IT Skills, Java, Python",Not Specified,1722804.0,1-2,Data Engineer: Data Modeling
IBM,Hyderabad,Undergraduate,"Business process, Coding, Datastage, Business intelligence, Unix shell scripting, IT Skills, Testing, data cleansing",full-time,746403.0,0-1,Data Engineer: Data Integration
Ofb Tech,Gurugram,Postgraduate,"Java, Data Engineering, SQL, Airflow, Google Bigquery, Programming, Data Analytics, Apache",Not Specified,489061.0,4-6,Data Engineer - Gurgaon
EXL,Delhi NCR,Not Specified,"Impala, machine learning, Azure, advanced SQL, Bitbucket, NLP Communication, SQL, Git",contract,882501.0,7-8,We are Hiring- Data Engineers
Deutsche Bank,Pune,Postgraduate,"Backend, Financial reporting, Machine learning, Agile, Data structures, German, Business intelligence, Information technology",contract,,3-4,AVP - Data Engineer
HCL Technologies,Chennai,Undergraduate,"Data Science, C++, SCALA, Statistics, Python, Java, Project Management, Scripting Languages",full-time,583800.0,7-8,"Immediate Hiring For Data Science Engineer @ HCL, Chennai"
IBM,Hyderabad,Not Specified,"Coding, Debugging, Agile, Business intelligence, Unix shell scripting, ETL, transform and load, Ab Initio",contract,1325983.0,3-6,Data Engineer: Data Integration
IBM,Kolkata,Not Specified,"Business analysis, Data modeling, Agile, Teradata, Monitoring, Hive, Unix Shell Scripting, Hadoop",contract,2152482.0,6-7,Data Engineer: Data Modeling
IBM,Kolkata,Undergraduate,"Business analysis, Data modeling, Agile, Teradata, Monitoring, agile methodologies, Spark, Java",contract,1396121.0,0-1,Data Engineer: Data Modeling
IBM,Gurugram,Undergraduate,"Data migration, github, Version control, devops, microsoft, Cosmos, Data warehousing, SQL",contract,529775.0,7-8,Data Engineer: Big Data
IBM,Gurugram,Postgraduate,"IT Skills, Python, DevOps, Azure, Data migration, github, Version control, microsoft",full-time,2183743.0,0-4,Data Engineer: Big Data
IBM,Kolkata,Undergraduate,"Business analysis, Data modeling, Agile, Teradata, Monitoring, Data modelling, Hadoop, Unix Shell Scripting",contract,1275973.0,2-6,Data Engineer: Data Modeling
IBM,Hyderabad,Postgraduate,"Coding, Debugging, Agile, Business intelligence, Unix shell scripting, Ab Initio, ETL, Unix",full-time,2487940.0,3-5,Data Engineer: Data Integration
IBM,Pune,Postgraduate,"Coding, XML, Consulting, Asset management, Unix shell scripting, IT Skills, Java, Business process",full-time,698632.0,7-8,Data Engineer: Data Integration
SALESFORCE,Pune,Postgraduate,"Computer science, Operational excellence, Sales, Web services, Enterprise applications, Salesforce.com, big data, Data warehousing",contract,,0-2,Data Integration Engineer - Slack
TaskUs,Chennai,Undergraduate,"aws glue, aws lambda",full-time,2090330.0,3-4,AWS Data Engineer
Accenture,Chennai,Undergraduate,"SAP BODS, PL SQL Enterprise HANA, SAP Data Services Development, communications, BODS, SAP Data & Development, IT Skills, SAP",contract,1782412.0,3-7,SAP Data Services Development Data Platform Engineer
Accenture,Chennai,Undergraduate,"SAP Data & Development, BODS, SAP Data Services Development, PL SQL Enterprise HANA, communications, SAP BODS, IT Skills, SAP",contract,1096576.0,3-4,SAP Data Services Development Data Platform Engineer
Grofers,Gurugram,Postgraduate,"Hive, Customer Service, Data Engineering, Data Structures, Scala, Computer Science, Big Data, Data Engineer",contract,794785.0,0-5,SDE II | Data Engineer | Data & Analytics
QuEST Global,Pune,Not Specified,"PowerShell, JS rest API, python, NO SQL, SQL, IT Skills, Software Development, Cloud",contract,926296.0,1-2,Data Engineer
TaskUs,Indore,Postgraduate,"BPO, Computer science, Schema, Agile, Stored procedures, Information technology, AWS, SDLC",contract,1182864.0,7-8,AWS Data Engineer
Tech Mahindra,Chennai,Postgraduate,"DynamoDB, Python, RDS, Hadoop, AWS CodeBuild, NOSQL, GitHub, Boto3",contract,2496238.0,3-4,Urgent Opening || Big Data Engineer|| Chennai (WFO)
Yatra Online Private Ltd,Delhi,Postgraduate,"Linux, data engineer ii, Django, MySQL, System design, MongoDB, test driven development, SQL",contract,2381108.0,3-5,Data Engineer II
DXC Technology,Hyderabad,Undergraduate,"Communication, Azure Data Factory, PySpark, Databricks, Hive, SparkSql, ADF, Azure SQL DW",contract,1428779.0,1-2,Professional 2 Azure Data Engineer
GENWORTH,Gurugram,Undergraduate,"Computer science, Coding, Data modeling, Production operations, Consulting, Machine learning, Scheduling, Data mining",full-time,1263318.0,6-7,Data Engineer
QuEST Global,Pune,Postgraduate,"Airflow, GIT, SCALA, Unix Shell Scripting, Splunk, Jenkins, Kibana, Docker",contract,464083.0,1-2,Big Data Engineer|3-7 yrs|Pune
NTT Data Business Solutions Pvt Ltd,Hyderabad,Undergraduate,"Data Mining, Analytics, Python, R, Data Engineer, Machine Learning, SQL",Not Specified,1890234.0,3-6,"Opening For Data Engineer @Nttdata, Hyderabad"
Quality Engineering Software Technologies Pvt. Ltd.,Pune,Postgraduate,"IT Skills, Python, Software Development, Cloud, Azure, Performance tuning, Data migration, RDBMS",contract,488465.0,5-6,Data Engineer
IBM,Pune,Postgraduate,"XML, Consulting, Asset Management, IT Skills, Java, Content Management, Coding, Business Process",contract,1418662.0,7-8,Data Engineer: Data Integration
IBM,Hyderabad,Undergraduate,"Microsoft, Data Warehousing, SQL, IT Skills, Python, DevOps, Azure, Data Migration",contract,2083687.0,7-8,Data Engineer: Big Data
IBM,Kolkata,Undergraduate,"Microsoft, Data Warehousing, SQL, IT Skills, Python, DevOps, Azure, Data Migration",full-time,2360258.0,1-3,Data Engineer: Big Data
IBM,Gurugram,Postgraduate,"Microsoft, Data Warehousing, SQL, IT Skills, Python, DevOps, Azure, Data Migration",full-time,1366335.0,7-8,Data Engineer: Big Data
AXA Business Services Pvt Ltd,Bengaluru,Undergraduate,"Hadoop Administration, GIT, Linux, data science, Coding, Machine learning, Monitoring, Python",full-time,899853.0,4-6,Data Science Engineer
Western Digital,Bengaluru,Postgraduate,"Hive, Software Engineering, Data Structures, Hadoop, Big Data Technologies, Spark, Data Analytics, Python",full-time,2134308.0,5-6,Staff/Principal Engineer - Data Analytics Engineering
IBM,Hyderabad,Postgraduate,"Business analysis, Data modeling, Conflict resolution, Agile, Programming, Teradata, SQL scripting, Monitoring",contract,1035031.0,0-6,Data Engineer: Data Modeling
Red Hat,Pune,Postgraduate,"IT Skills, Python, AWS, Performance tuning, Linux, Data modeling, Postgresql, Debugging",full-time,,1-2,Data Engineer
Western Digital,Bengaluru,Undergraduate,"Java, Hive, Software Development, Software Engineering, Data Structures, Hadoop, Big Data, Spark",contract,1297649.0,6-8,"Staff Engineer, Data Analytics Engineering"
"ChargePoint, Pvt. Ltd.",Gurugram,Postgraduate,"Performance tuning, Data analysis, Business analysis, Project management, Network operations, Marketing support, Data quality, Operations",contract,1607211.0,5-7,Staff Data Engineer
P&G,Mumbai,Postgraduate,"Computer science, Solution architecture, Automation, Data management, Data modeling, RDBMS, Agile, Information technology",full-time,373388.0,1-4,Data Engineer
Accolite Software India Pvt Ltd,"Hyderabad, Pune",Undergraduate,"oracle, ALM, ETL Testing, GC, Lighhouse, shell scripts, SQL query, SQL",contract,1833160.0,1-3,Data Analytics Engineer
Shell,Bengaluru,Undergraduate,"Data Visualization, Performance tuning, R, NLP, Power BI, Azure analysis services, Data Warehousing, Prototyping",Not Specified,932872.0,4-5,Data Visualization Engineer
Dremio,Bengaluru,Undergraduate,"Computer science, Data management, Mentor, Data structures, Data processing, Open source, Apache, cisco",contract,878294.0,0-7,Software Engineer - Data Management & Processing
Blue Ocean Catalyst Private Limited,Bengaluru,Postgraduate,"Engineering services, Automation, Interpersonal skills, Coding, cassandra, Cloud, Management, big data",full-time,1397272.0,7-8,L3 Support Engineer - Java & Big Data
Razorpay,Bengaluru,Undergraduate,"IT Skills, Java, Python, Big Data, Computer science, Performance tuning, Data modeling, Debugging",contract,472497.0,6-7,Data Solutions Engineer - II
ASM Technologies,Bengaluru,Postgraduate,"Python, C++, node JS, CSS, JavaScript, HTML, Data Visualization libraries, Jasmine",contract,1874604.0,3-4,Data Visualization Engineer - ASM Technologies Ltd
Ofb Tech,Gurugram,Postgraduate,"Airflow, Google Bigquery, Java, Data Engineering, Programming, Data Analytics, Apache, java programming",contract,843555.0,3-4,Data Engineer - Gurgaon
Harsco Global Service Centre,Hyderabad,Undergraduate,"Cloud computing, Automation, Change management, Powershell, Performance testing, Gap analysis, Unit testing, Business intelligence",full-time,499451.0,4-5,Azure Data Engineer
TeamLease Digital Pvt. Ltd.,Hyderabad,Postgraduate,"Big Data, kafka, Python, PySpark, Azure, Hive, Spark, API",contract,1332991.0,5-7,Hiring For Top MNC For Data Engineer - Big Data C2H role
Paytm,Noida,Postgraduate,"NoSQL, cassandra, Debugging, SCALA, Data structures, Product design, Troubleshooting, Analytics",full-time,2393401.0,0-1,Data Office - Data Engineer - SE / SSE
Adidas,Gurugram,Undergraduate,"Data analysis, Team management, Data management, Test scripts, Database design, Agile, Data structures, Test cases",contract,1642976.0,5-6,Data Engineer
Hitachi Ltd.,Hyderabad,Postgraduate,"Data Science, Business Intelligence, Data Pipeline, Data Structures, Big Data, Spark, Data Warehousing, Aws",contract,863863.0,2-3,Global IT - Specialist BI Data Engineer
IHS Markit,Gurugram,Postgraduate,"IT Skills, Python, Testing, Data Science, Machine Learning, Project Management, Tableau, Computer science",contract,1226118.0,1-4,Data Engineer
Razorpay,Bengaluru,Postgraduate,"IT Skills, Java, Python, Big Data, Computer science, Performance tuning, Data modeling, Debugging",full-time,2399331.0,3-5,Data Solutions Engineer - III
Razorpay,Bengaluru,Undergraduate,"Computer science, Performance tuning, Data modeling, Debugging, OLAP, Business intelligence, Distribution system, SDLC",contract,2143756.0,4-5,Data Solutions Engineer- I
Western Digital,Bengaluru,Postgraduate,"Hive, Software Engineering, Data Structures, Hadoop, Big Data, Spark, Data Analytics, Python",Not Specified,2291672.0,3-6,"Principal Engineer, Data Analytics Engineering"
Samsung India,Chennai,Not Specified,"python, hadoop, AWS, IT Skills, Java, Cloud, Project Management, Big Data",contract,1825609.0,6-8,Samsung Hiring - Data Engineer - Chennai Location
Hexaware Technologies,Chennai,Postgraduate,"Pyspark, Hadoop, Big Data, Snowflake, Spark, IT Skills, Java, Python",contract,1356753.0,4-5,Big Data Engineer
Impetus,"Noida, Indore",Postgraduate,"Sqoop, Spark, Big Table, IaaS, Big Data, Dataflow, Hadoop, SaaS",contract,1921665.0,7-8,GCP Data Engineer
Deutsche Bank,Pune,Not Specified,"GIT, Linux, SOA, Coding, GCP, SCALA, Agile, test driven development",contract,571610.0,4-7,GCP - Cloud Data Engineer - 1
Adidas,Gurugram,Undergraduate,"Data analysis, Team management, Data management, Analytical, Agile, Data structures, Business intelligence, Resource management",contract,798603.0,0-2,Data Engineer
E&Y,"Kochi, Chennai, Trivandrum/Thiruvananthapuram",Undergraduate,"Spark, AWS, IT Skills, Java, Python, Cloud, Big Data, Jenkins",contract,1811041.0,6-7,We are hiring AWS Data Engineer
E&Y,"Kochi, Chennai, Trivandrum/Thiruvananthapuram",Postgraduate,"Spark, AWS, SQL",full-time,375522.0,1-7,We are hiring For AWS Data Engineer
KPMG,Gurugram,Undergraduate,"Java, Hive, Big Data, Kafka, Data Engineer, Spark, Data Architecture, Python",contract,2056956.0,6-7,GCP Data Engineer / Architect
KPMG,Pune,Undergraduate,"Azure Data Factory, Bi, Data Engineer, Data Analysis, Azure Data Lake, Informatica, Data Modeling, Etl",full-time,1963813.0,7-8,Azure Data Engineer / Architect
Deutsche Bank,Pune,Undergraduate,"Performance tuning, Automation, Data management, German, Data mining, Continuous improvement, Analytics, Financial services",full-time,1459213.0,5-6,Data Platform Engineer
Razorpay,Bengaluru,Postgraduate,"IT Skills, Java, Python, Data Science, Cloud, Big Data, Computer science, Performance tuning",full-time,,7-8,Data Solution Engineer
ACT Fibernet,Bengaluru,Undergraduate,"LACP, Administration of Windows, Linux engineer, Maintaining Servers of the company, Load Balancar & Storage, Data Center, Linux & Solaris & their Patch Management, VLAN configurations",contract,1689571.0,5-7,Linux Engineer - Data Center BLR
IBM,Pune,Postgraduate,"Unix, Data analysis, Data validation, Business intelligence, Analytics, Tableau, DB querying, agile",contract,1289316.0,6-8,Data Engineer: Business Intelligence
IBM,Pune,Postgraduate,"Production support, XML, Javascript, XSLT, microsoft, C#, Filenet, Agile",full-time,2362454.0,3-5,Data Engineer: Enterprise Content Management
